network_id node_id idk1 idk2
5100 141171 8 0
5101 167987 41 0
5102 1108081 9 0
5103 1112665 8 0
5104 624847 70 0
5105 85580 47 0
5106 1152440 60 0
5107 1107579 8 0
5108 1120432 13 0
5109 195158 19 0
5110 1109146 68 0
5111 4962 35 0
5112 4446 58 0
5113 54272 26 0
5114 1129813 65 0
5115 20193 6 0
5116 1106506 30 0
5117 55342 45 0
5118 25691 17 0
5119 1140889 58 0
5120 351875 61 0
5121 1103982 15 0
5122 1152259 9 0
5123 45910 13 0
5124 237489 8 0
5125 1129509 13 0
5126 373214 15 0
5127 335991 70 0
5128 1119931 31 0
5129 1108368 15 0
5130 395547 8 0
5131 48692 23 0
5132 1155136 17 0
5133 28641 12 0
5134 1133301 17 0
5135 245274 15 0
5136 1107232 68 0
5137 255789 61 0
5138 165623 64 0
5139 646913 7 0
5140 576926 44 0
5141 74442 60 0
5142 1152901 28 0
5143 1136416 49 0
5144 269710 17 0
5145 1154269 65 0
5146 1819 18 0
5147 381033 25 0
5148 1128995 7 0
5149 26479 21 0
5150 1114512 11 0
5151 1154299 8 0
5152 1112717 33 0
5153 78139 41 0
5154 18617 53 0
5155 1127371 26 0
5156 199375 70 0
5157 887037 68 0
5158 1120760 15 0
5159 1117171 67 0
5160 1107536 30 0
5161 45212 8 0
5162 1128453 7 0
5163 118558 10 0
5164 452521 13 0
5165 1117777 70 0
5166 751413 16 0
5167 58454 6 0
5168 828598 31 0
5169 692620 24 0
5170 714947 9 0
5171 6551 17 0
5172 1153992 30 0
5173 137956 11 0
5174 1121151 13 0
5175 37497 14 0
5176 400977 16 0
5177 1136508 46 0
5178 67246 8 0
5179 1113262 14 0
5180 1152270 68 0
5181 55801 6 0
5182 596367 49 0
5183 88046 13 0
5184 77758 8 0
5185 76742 32 0
5186 583317 1 0
5187 1130721 35 0
5188 224699 53 0
5189 360081 67 0
5190 6163 10 0
5191 1113824 8 0
5192 103985 21 0
5193 1031560 1 0
5194 1144467 48 0
5195 64956 30 0
5196 691203 65 0
5197 87150 48 0
5198 1133287 35 0
5199 877485 48 0
5200 42255 5 0
5201 93273 12 0
5202 844348 31 0
5203 1129897 60 0
5204 475757 27 0
5205 817774 8 0
5206 1109076 10 0
5207 187885 67 0
5208 1105899 16 0
5209 1152994 7 0
5210 593560 7 0
5211 206634 60 0
5212 1120479 68 0
5213 1127284 15 0
5214 1132420 70 0
5215 1108228 15 0
5216 134723 55 0
5217 97581 48 0
5218 529501 24 0
5219 1126362 19 0
5220 478427 2 0
5221 161953 18 0
5222 1153417 13 0
5223 2911 60 0
5224 1153000 55 0
5225 1154802 37 0
5226 1109983 6 0
5227 1117631 14 0
5228 78207 70 0
5229 1105502 9 0
5230 1126012 9 0
5231 1113072 61 0
5232 1115409 5 0
5233 130309 4 0
5234 39760 60 0
5235 1152851 48 0
5236 1152514 54 0
5237 1110973 50 0
5238 531049 18 0
5239 1134539 44 0
5240 234725 20 0
5241 134315 9 0
5242 1107513 6 0
5243 234312 56 0
5244 617996 63 0
5245 39599 68 0
5246 480300 62 0
5247 111539 16 0
5248 645084 9 0
5249 345221 37 0
5250 26011 62 0
5251 1117078 57 0
5252 22129 33 0
5253 327816 1 0
5254 69668 18 0
5255 1139872 58 0
5256 1153392 10 0
5257 1110734 6 0
5258 734667 16 0
5259 354004 9 0
5260 73991 56 0
5261 1103021 9 0
5262 578595 35 0
5263 1105979 18 0
5264 1152113 24 0
5265 1103354 31 0
5266 87549 31 0
5267 424340 39 0
5268 100476 34 0
5269 699048 34 0
5270 1783 14 0
5271 1139466 63 0
5272 166956 55 0
5273 1113442 41 0
5274 70817 58 0
5275 350515 14 0
5276 1104671 39 0
5277 1106344 30 0
5278 183208 19 0
5279 1154272 70 0
5280 680713 36 0
5281 654580 69 0
5282 36511 1 0
5283 89406 62 0
5284 594901 46 0
5285 1107744 36 0
5286 805716 70 0
5287 54777 63 0
5288 638562 62 0
5289 44293 55 0
5290 1103692 62 0
5291 80609 31 0
5292 123054 9 0
5293 1127171 55 0
5294 147540 20 0
5295 863015 60 0
5296 1118099 13 0
5297 149139 12 0
5298 14483 34 0
5299 245283 15 0
5300 1122372 12 0
5301 1153252 44 0
5302 540138 20 0
5303 22646 48 0
5304 14642 61 0
5305 6739 1 0
5306 1130557 10 0
5307 1154781 68 0
5308 191909 68 0
5309 606299 7 0
5310 343764 56 0
5311 120084 8 0
5312 1110285 15 0
5313 1117292 52 0
5314 708904 1 0
5315 433546 55 0
5316 1113195 61 0
5317 1138610 59 0
5318 89416 9 0
5319 404 18 0
5320 1152626 15 0
5321 716995 56 0
5322 856740 8 0
5323 1102791 60 0
5324 199104 67 0
5325 16895 15 0
5326 1128643 26 0
5327 1135142 48 0
5328 1152125 56 0
5329 709113 11 0
5330 126179 65 0
5331 1118959 62 0
5332 1128496 14 0
5333 28508 1 0
5334 577966 70 0
5335 1114169 62 0
5336 1124150 55 0
5337 24562 20 0
5338 176882 58 0
5339 1119672 64 0
5340 398278 65 0
5341 828628 50 0
5342 3517 70 0
5343 1014168 1 0
5344 17201 10 0
5345 79786 1 0
5346 886570 17 0
5347 1050084 70 0
5348 707359 18 0
5349 56709 7 0
5350 297626 1 0
5351 1107950 8 0
5352 797093 53 0
5353 1127047 46 0
5354 113642 13 0
5355 1133457 58 0
5356 813426 4 0
5357 1106750 56 0
5358 1493 1 0
5359 1133245 64 0
5360 249858 47 0
5361 1153339 10 0
5362 1132931 8 0
5363 389406 53 0
5364 476295 15 0
5365 141 55 0
5366 103537 9 0
5367 1131191 58 0
5368 1109189 60 0
5369 1110545 68 0
5370 438669 18 0
5371 1112040 1 0
5372 1137099 46 0
5373 1154525 11 0
5374 609390 26 0
5375 672071 8 0
5376 463 6 0
5377 1106649 46 0
5378 35335 8 0
5379 540147 20 0
5380 576304 41 0
5381 1152707 61 0
5382 1103450 64 0
5383 1103143 4 0
5384 1107974 16 0
5385 1152363 60 0
5386 1110818 1 0
5387 394476 16 0
5388 1111723 4 0
5389 164918 28 0
5390 228906 62 0
5391 582888 14 0
5392 94054 52 0
5393 1140302 58 0
5394 197452 8 0
5395 22557 16 0
5396 1124640 58 0
5397 20989 4 0
5398 1138493 19 0
5399 1126809 35 0
5400 12723 57 0
5401 123599 34 0
5402 380339 4 0
5403 588292 58 0
5404 8757 24 0
5405 1117749 14 0
5406 345405 37 0
5407 544544 42 0
5408 1109753 57 0
5409 1109384 41 0
5410 1122252 16 0
5411 249 46 0
5412 791615 14 0
5413 4303 15 0
5414 845270 62 0
5415 750982 24 0
5416 1127196 67 0
5417 330392 70 0
5418 139378 21 0
5419 1104960 18 0
5420 30590 18 0
5421 982361 4 0
5422 1133733 32 0
5423 830012 70 0
5424 1874 60 0
5425 23029 58 0
5426 459379 7 0
5427 239475 4 0
5428 114632 14 0
5429 66695 63 0
5430 53962 70 0
5431 1124725 17 0
5432 1924 14 0
5433 1104364 64 0
5434 110437 18 0
5435 186019 53 0
5436 880304 61 0
5437 118303 61 0
5438 32745 26 0
5439 34536 15 0
5440 708569 44 0
5441 768914 68 0
5442 4676 67 0
5443 1112162 19 0
5444 1103727 14 0
5445 1140578 30 0
5446 1105789 48 0
5447 21844 58 0
5448 546437 36 0
5449 643786 70 0
5450 263347 15 0
5451 55704 4 0
5452 1153806 14 0
5453 1128579 36 0
5454 94313 60 0
5455 1153213 13 0
5456 1123991 12 0
5457 72265 65 0
5458 1116324 60 0
5459 1153065 7 0
5460 6224 10 0
5461 88401 70 0
5462 1001878 5 0
5463 223258 16 0
5464 7022 8 0
5465 379837 41 0
5466 1132233 13 0
5467 145515 15 0
5468 40131 8 0
5469 1134122 60 0
5470 65884 4 0
5471 691717 62 0
5472 520219 30 0
5473 1133672 41 0
5474 153371 56 0
5475 1130416 70 0
5476 1152427 55 0
5477 1112190 19 0
5478 2683 18 0
5479 44540 15 0
5480 6585 16 0
5481 276544 19 0
5482 84817 18 0
5483 11664 62 0
5484 293892 63 0
5485 76480 17 0
5486 1152145 12 0
5487 738516 19 0
5488 34248 56 0
5489 98877 55 0
5490 4758 60 0
5491 106316 41 0
5492 354819 55 0
5493 35049 2 0
5494 1123504 60 0
5495 1133355 20 0
5496 564782 70 0
5497 588058 59 0
5498 161444 56 0
5499 380546 2 0
5500 5166 60 0
5501 32482 27 0
5502 51099 56 0
5503 61981 62 0
5504 1153108 67 0
5505 300307 62 0
5506 734010 1 0
5507 1109818 48 0
5508 28227 10 0
5509 449247 46 0
5510 14033 14 0
5511 136321 35 0
5512 1104928 61 0
5513 127542 56 0
5514 5206 60 0
5515 59441 55 0
5516 25344 60 0
5517 1102831 25 0
5518 1104894 62 0
5519 1126360 38 0
5520 1137024 20 0
5521 18137 65 0
5522 249713 16 0
5523 380122 67 0
5524 20349 46 0
5525 653641 42 0
5526 183338 30 0
5527 31056 6 0
5528 98461 68 0
5529 191067 36 0
5530 16471 8 0
5531 20924 9 0
5532 706813 57 0
5533 523574 9 0
5534 1154112 59 0
5535 53352 58 0
5536 688950 60 0
5537 198938 68 0
5538 86370 14 0
5539 602496 18 0
5540 60177 18 0
5541 698214 67 0
5542 1154495 70 0
5543 2125 36 0
5544 59713 15 0
5545 38075 17 0
5546 14529 6 0
5547 591659 17 0
5548 820661 8 0
5549 892099 15 0
5550 1114609 12 0
5551 106433 14 0
5552 9500 60 0
5553 1152752 18 0
5554 786098 37 0
5555 1121864 6 0
5556 688034 60 0
5557 1118179 24 0
5558 1116576 3 0
5559 677874 55 0
5560 94722 13 0
5561 1109704 53 0
5562 10086 68 0
5563 172761 25 0
5564 111516 16 0
5565 1130852 7 0
5566 1110104 29 0
5567 300165 10 0
5568 571068 37 0
5569 1133873 56 0
5570 1107137 6 0
5571 482543 4 0
5572 1131894 33 0
5573 51017 70 0
5574 1153070 59 0
5575 1122150 70 0
5576 14868 63 0
5577 1114945 18 0
5578 400755 14 0
5579 218643 14 0
5580 128004 7 0
5581 8004 24 0
5582 1140872 66 0
5583 6527 46 0
5584 291131 18 0
5585 829879 63 0
5586 530814 4 0
5587 61064 62 0
5588 168511 18 0
5589 810901 58 0
5590 518821 47 0
5591 621 26 0
5592 1126991 15 0
5593 1140164 28 0
5594 699731 62 0
5595 1107062 15 0
5596 18020 62 0
5597 703128 30 0
5598 1132306 41 0
5599 528630 27 0
5600 19831 14 0
5601 592830 11 0
5602 43396 28 0
5603 160285 55 0
5604 14786 55 0
5605 1114711 10 0
5606 1134760 48 0
5607 44854 23 0
5608 1105131 21 0
5609 1132330 18 0
5610 575399 7 0
5611 1152500 56 0
5612 1153499 26 0
5613 618624 45 0
5614 161579 36 0
5615 43133 34 0
5616 3156 42 0
5617 2291 36 0
5618 1112924 41 0
5619 1103369 60 0
5620 330577 60 0
5621 115499 36 0
5622 10718 17 0
5623 1116607 35 0
5624 1122336 40 0
5625 1153951 24 0
5626 1125966 53 0
5627 17639 24 0
5628 44297 58 0
5629 1128704 58 0
5630 277725 51 0
5631 25772 8 0
5632 878631 58 0
5633 1117219 8 0
5634 78921 29 0
5635 27396 56 0
5636 27423 14 0
5637 1136962 46 0
5638 9505 60 0
5639 1123748 11 0
5640 860958 29 0
5641 2463 62 0
5642 1139174 53 0
5643 85801 39 0
5644 303822 68 0
5645 236300 15 0
5646 765575 15 0
5647 1140540 14 0
5648 1123820 24 0
5649 1139239 62 0
5650 779961 70 0
5651 381326 26 0
5652 63522 41 0
5653 115955 42 0
5654 1135924 20 0
5655 1154068 9 0
5656 140656 39 0
5657 1132713 41 0
5658 66510 58 0
5659 7130 18 0
5660 1136134 56 0
5661 615760 39 0
5662 14389 24 0
5663 293974 9 0
5664 1126292 46 0
5665 1154339 66 0
5666 753265 8 0
5667 1135099 56 0
5668 1139339 24 0
5669 139063 14 0
5670 1133521 67 0
5671 355209 4 0
5672 1123434 46 0
5673 1153650 9 0
5674 650834 7 0
5675 1117124 60 0
5676 9145 63 0
5677 188471 10 0
5678 626021 58 0
5679 177849 5 0
5680 68622 39 0
5681 87403 48 0
5682 1094319 58 0
5683 709386 44 0
5684 635382 15 0
5685 1138548 24 0
5686 1153094 22 0
5687 104438 53 0
5688 51596 40 0
5689 14109 19 0
5690 1089479 1 0
5691 122515 32 0
5692 414585 65 0
5693 30481 56 0
5694 144880 33 0
5695 311303 70 0
5696 18967 67 0
5697 5561 60 0
5698 28265 6 0
5699 1120444 6 0
5700 1155126 60 0
5701 1138667 51 0
5702 1130327 6 0
5703 1153208 16 0
5704 1112574 12 0
5705 247942 14 0
5706 1117456 34 0
5707 1118134 15 0
5708 1117719 6 0
5709 394553 1 0
5710 64008 68 0
5711 1152694 46 0
5712 25059 39 0
5713 1152090 68 0
5714 1127065 6 0
5715 1134504 44 0
5716 27106 15 0
5717 24739 65 0
5718 41368 41 0
5719 1106000 13 0
5720 152894 4 0
5721 1119560 58 0
5722 26890 48 0
5723 1112305 14 0
5724 1152407 9 0
5725 1132292 23 0
5726 1105442 62 0
5727 15217 18 0
5728 1117233 62 0
5729 211875 8 0
5730 1130523 36 0
5731 1109252 26 0
5732 64030 56 0
5733 1152571 56 0
5734 1117709 26 0
5735 1137415 37 0
5736 645702 4 0
5737 73889 44 0
5738 1152713 44 0
5739 1154379 1 0
5740 88087 65 0
5741 40015 59 0
5742 63341 14 0
5743 4415 70 0
5744 298020 58 0
5745 935043 48 0
5746 1139227 50 0
5747 1143342 60 0
5748 5756 60 0
5749 103528 6 0
5750 48170 4 0
5751 1138855 26 0
5752 1113848 62 0
5753 7032 9 0
5754 1134110 64 0
5755 55770 6 0
5756 40524 60 0
5757 118424 8 0
5758 702535 30 0
5759 629709 27 0
5760 178363 60 0
5761 70229 5 0
5762 1153120 15 0
5763 649718 35 0
5764 8715 45 0
5765 328879 5 0
5766 256999 24 0
5767 1129865 18 0
5768 15137 68 0
5769 1153511 19 0
5770 4512 60 0
5771 1153073 24 0
5772 1130814 33 0
5773 36585 70 0
5774 2161 36 0
5775 104717 5 0
5776 303838 68 0
5777 180892 62 0
5778 74454 60 0
5779 1153403 64 0
5780 491 55 0
5781 12946 9 0
5782 161070 21 0
5783 843610 59 0
5784 103356 54 0
5785 16330 24 0
5786 702794 30 0
5787 1133931 55 0
5788 545928 36 0
5789 298721 39 0
5790 83725 7 0
5791 1131069 20 0
5792 176005 33 0
5793 682667 1 0
5794 262793 60 0
5795 8979 31 0
5796 266 18 0
5797 564409 63 0
5798 172080 17 0
5799 1119175 41 0
5800 802538 19 0
5801 823 70 0
5802 1153621 60 0
5803 16240 19 0
5804 2244 36 0
5805 966060 66 0
5806 134446 31 0
5807 6151 10 0
5808 1139326 56 0
5809 251756 7 0
5810 116545 7 0
5811 679088 68 0
5812 18912 56 0
5813 92082 64 0
5814 1137065 20 0
5815 1135661 47 0
5816 485094 21 0
5817 396235 20 0
5818 662416 9 0
5819 73327 6 0
5820 1153544 46 0
5821 1104950 15 0
5822 1130350 13 0
5823 1123703 59 0
5824 1105898 14 0
5825 1154276 8 0
5826 218437 66 0
5827 14793 55 0
5828 1116751 67 0
5829 553132 14 0
5830 71549 60 0
5831 13213 10 0
5832 574715 7 0
5833 1124836 10 0
5834 145001 20 0
5835 110286 58 0
5836 4553 11 0
5837 156376 4 0
5838 647315 7 0
5839 1128547 58 0
5840 218666 6 0
5841 114800 15 0
5842 364702 1 0
5843 967719 46 0
5844 1121719 18 0
5845 229635 7 0
5846 936 6 0
5847 243448 60 0
5848 168993 31 0
5849 1048537 12 0
5850 363065 63 0
5851 777829 58 0
5852 1107219 53 0
5853 1110480 40 0
5854 153256 14 0
5855 1109819 58 0
5856 1115256 8 0
5857 1135077 30 0
5858 56119 7 0
5859 1106946 18 0
5860 702520 30 0
5861 74943 18 0
5862 1152354 42 0
5863 1118662 35 0
5864 286714 60 0
5865 396241 20 0
5866 298910 58 0
5867 963546 15 0
5868 23318 62 0
5869 2665 8 0
5870 155277 9 0
5871 190453 60 0
5872 12731 57 0
5873 212243 26 0
5874 682611 50 0
5875 323264 58 0
5876 242925 56 0
5877 67715 34 0
5878 1154222 32 0
5879 1114949 8 0
5880 129805 42 0
5881 1115386 2 0
5882 1154192 55 0
5883 223255 16 0
5884 1152132 42 0
5885 77945 23 0
5886 766702 66 0
5887 1104121 62 0
5888 282140 36 0
5889 1118581 4 0
5890 1137536 19 0
5891 158172 9 0
5892 36140 12 0
5893 1136392 35 0
5894 92892 14 0
5895 397035 1 0
5896 3613 69 0
5897 42254 5 0
5898 600583 2 0
5899 259118 7 0
5900 1116955 17 0
5901 738150 8 0
5902 1134350 9 0
5903 68167 60 0
5904 134320 9 0
5905 684373 8 0
5906 7908 4 0
5907 579181 7 0
5908 36150 8 0
5909 1115860 10 0
5910 1111614 6 0
5911 1153081 17 0
5912 1114238 4 0
5913 380161 13 0
5914 1102762 24 0
5915 654341 67 0
5916 92199 55 0
5917 10935 15 0
5918 1135773 4 0
5919 318773 35 0
5920 1131276 18 0
5921 1137382 37 0
5922 1034456 62 0
5923 3578 62 0
5924 15317 19 0
5925 110947 48 0
5926 445344 62 0
5927 1104262 4 0
5928 96218 48 0
5929 227495 62 0
5930 1139789 55 0
5931 1128927 11 0
5932 16173 35 0
5933 553776 18 0
5934 173684 24 0
5935 120013 8 0
5936 1123740 60 0
5937 110305 58 0
5938 168172 16 0
5939 225555 45 0
5940 1129951 53 0
5941 1105818 48 0
5942 47179 54 0
5943 216283 66 0
5944 1138709 54 0
5945 1152166 44 0
5946 85126 34 0
5947 1125154 59 0
5948 552462 1 0
5949 6945 62 0
5950 1126917 46 0
5951 60556 24 0
5952 501818 24 0
5953 24104 60 0
5954 1139244 37 0
5955 1118946 31 0
5956 2440 11 0
5957 776628 35 0
5958 1380 14 0
5959 80460 58 0
5960 181511 53 0
5961 851167 16 0
5962 34107 21 0
5963 1152293 62 0
5964 19879 70 0
5965 1135408 16 0
5966 670379 46 0
5967 1116266 23 0
5968 1104753 5 0
5969 6144 60 0
5970 385249 25 0
5971 45927 27 0
5972 1105446 60 0
5973 31198 55 0
5974 1152582 50 0
5975 1152647 64 0
5976 1104841 62 0
5977 1123232 59 0
5978 36470 15 0
5979 132432 21 0
5980 1104673 67 0
5981 1127881 10 0
5982 1128795 67 0
5983 1132919 11 0
5984 65516 67 0
5985 293154 60 0
5986 1745 2 0
5987 519993 3 0
5988 1152191 18 0
5989 151471 1 0
5990 407857 35 0
5991 1153206 32 0
5992 504356 55 0
5993 880623 70 0
5994 218550 55 0
5995 110509 53 0
5996 690366 20 0
5997 1104336 41 0
5998 22431 11 0
5999 355101 5 0
6000 1103304 15 0
6001 6213 10 0
6002 1138721 56 0
6003 545647 12 0
6004 24812 50 0
6005 1113179 2 0
6006 334354 2 0
6007 9501 30 0
6008 1154518 58 0
6009 1106640 61 0
6010 1105604 60 0
6011 171268 46 0
6012 1130496 36 0
6013 841580 56 0
6014 343666 48 0
6015 1112861 1 0
6016 1153148 9 0
6017 1108977 12 0
6018 1132922 8 0
6019 128031 61 0
6020 860133 70 0
6021 265203 7 0
6022 340075 8 0
6023 1113874 36 0
6024 240321 8 0
6025 115472 63 0
6026 1102597 70 0
6027 40017 59 0
6028 1154434 1 0
6029 1124460 32 0
6030 57030 62 0
6031 1139793 59 0
6032 675770 16 0
6033 1154353 49 0
6034 1113828 8 0
6035 228348 64 0
6036 1102730 10 0
6037 1154669 30 0
6038 106531 53 0
6039 110171 6 0
6040 1109634 56 0
6041 190646 68 0
6042 295708 4 0
6043 1132658 62 0
6044 704044 18 0
6045 1138296 59 0
6046 240843 41 0
6047 6091 64 0
6048 955453 1 0
6049 1129300 18 0
6050 84577 65 0
6051 65525 42 0
6052 1120835 39 0
6053 1018653 14 0
6054 129470 63 0
6055 1152304 22 0
6056 753746 18 0
6057 1118092 10 0
6058 1108438 5 0
6059 109323 9 0
6060 1137580 54 0
6061 161085 21 0
6062 1129235 15 0
6063 1049491 61 0
6064 3384 60 0
6065 1102764 56 0
6066 18940 24 0
6067 590210 15 0
6068 545451 46 0
6069 1134286 44 0
6070 1109672 17 0
6071 1110786 58 0
6072 59838 1 0
6073 1153285 36 0
6074 141850 41 0
6075 96847 7 0
6076 150645 24 0
6077 134949 53 0
6078 39035 18 0
6079 1103425 9 0
6080 184943 18 0
6081 1116132 3 0
6082 1116110 47 0
6083 20050 54 0
6084 1104600 13 0
6085 122083 48 0
6086 319892 55 0
6087 1105274 15 0
6088 1114625 62 0
6089 1129608 8 0
6090 1109357 56 0
6091 188318 8 0
6092 1136787 62 0
6093 72918 2 0
6094 149833 69 0
6095 254561 62 0
6096 1140361 16 0
6097 1132484 56 0
6098 1119424 26 0
6099 1117920 9 0
6100 1111716 55 0
6101 3740 63 0
6102 1125485 1 0
6103 781768 58 0
6104 1105040 57 0
6105 705831 44 0
6106 1154607 19 0
6107 54268 36 0
6108 1129711 8 0
6109 21781 17 0
6110 243483 7 0
6111 6146 39 0
6112 1130160 62 0
6113 25356 60 0
6114 654476 7 0
6115 1126992 54 0
6116 58897 70 0
6117 29771 14 0
6118 207736 68 0
6119 252541 70 0
6120 1128326 21 0
6121 124995 1 0
6122 10981 8 0
6123 1133959 15 0
6124 63549 8 0
6125 861422 50 0
6126 1132817 43 0
6127 1153890 14 0
6128 24289 18 0
6129 643239 9 0
6130 631346 35 0
6131 1119137 56 0
6132 695039 20 0
6133 361809 69 0
6134 1139122 36 0
6135 1152984 62 0
6136 508174 67 0
6137 498115 46 0
6138 1106112 10 0
6139 1139128 36 0
6140 77483 26 0
6141 11342 12 0
6142 1123919 2 0
6143 1132729 41 0
6144 598077 1 0
6145 600431 32 0
6146 670438 30 0
6147 32634 21 0
6148 156934 18 0
6149 711473 4 0
6150 1124582 20 0
6151 165624 64 0
6152 5562 60 0
6153 1124260 39 0
6154 283489 60 0
6155 1119332 30 0
6156 1154242 8 0
6157 70520 10 0
6158 1120534 22 0
6159 1127898 58 0
6160 264531 60 0
6161 472076 16 0
6162 158051 13 0
6163 8873 7 0
6164 1135092 2 0
6165 1133994 8 0
6166 1122633 14 0
6167 795395 22 0
6168 1124645 14 0
6169 1105506 1 0
6170 690411 19 0
6171 43057 26 0
6172 1152470 40 0
6173 1081001 5 0
6174 25480 60 0
6175 1153871 54 0
6176 1138192 70 0
6177 145944 27 0
6178 58517 1 0
6179 42036 67 0
6180 423863 37 0
6181 658616 18 0
6182 1132083 8 0
6183 1133254 9 0
6184 2248 36 0
6185 1152495 58 0
6186 524803 15 0
6187 8421 8 0
6188 273152 7 0
6189 1154524 11 0
6190 389715 12 0
6191 2808 67 0
6192 1129409 8 0
6193 1122154 1 0
6194 1154031 70 0
6195 1118951 10 0
6196 47720 14 0
6197 832829 70 0
6198 1105460 8 0
6199 47496 67 0
6200 1110470 27 0
6201 911198 8 0
6202 5332 35 0
6203 123279 15 0
6204 91409 70 0
6205 108507 46 0
6206 58396 19 0
6207 133478 24 0
6208 109441 62 0
6209 45005 58 0
6210 487859 70 0
6211 19754 55 0
6212 133040 55 0
6213 1135503 49 0
6214 34537 15 0
6215 1118196 59 0
6216 28746 16 0
6217 1130098 70 0
6218 1111396 35 0
6219 1104581 33 0
6220 38317 61 0
6221 100009 5 0
6222 206157 36 0
6223 32733 26 0
6224 1117802 16 0
6225 1153164 64 0
6226 21536 17 0
6227 1129076 19 0
6228 1153411 14 0
6229 814836 11 0
6230 306980 46 0
6231 119686 8 0
6232 1154025 22 0
6233 1154248 28 0
6234 34263 8 0
6235 1103797 19 0
6236 1113155 30 0
6237 1115755 18 0
6238 315723 55 0
6239 1139424 34 0
6240 1139778 58 0
6241 864873 40 0
6242 547203 36 0
6243 707048 56 0
6244 823515 18 0
6245 635507 1 0
6246 25064 69 0
6247 1116954 16 0
6248 510887 60 0
6249 60007 3 0
6250 104600 51 0
6251 1153610 61 0
6252 1153379 68 0
6253 921925 68 0
6254 149669 9 0
6255 1110763 67 0
6256 569647 1 0
6257 1131517 19 0
6258 141849 41 0
6259 584572 54 0
6260 53464 60 0
6261 2174 36 0
6262 294033 36 0
6263 32398 48 0
6264 2908 60 0
6265 353416 62 0
6266 98287 60 0
6267 181433 14 0
6268 1136117 18 0
6269 187587 30 0
6270 93740 55 0
6271 216763 46 0
6272 1153076 70 0
6273 1102859 14 0
6274 9569 70 0
6275 7047 10 0
6276 23714 17 0
6277 13010 65 0
6278 1060767 10 0
6279 1117463 16 0
6280 50931 62 0
6281 1120777 8 0
6282 55891 24 0
6283 1154205 57 0
6284 155 19 0
6285 1118364 15 0
6286 887993 64 0
6287 1135149 48 0
6288 693143 12 0
6289 1153763 24 0
6290 704043 18 0
6291 635498 1 0
6292 2952 30 0
6293 99338 62 0
6294 25492 55 0
6295 814951 66 0
6296 103320 30 0
6297 1134903 56 0
6298 63098 16 0
6299 141143 51 0
6300 139399 55 0
6301 1153564 37 0
6302 719980 44 0
6303 107678 42 0
6304 1105447 67 0
6305 616291 62 0
6306 784479 46 0
6307 53072 66 0
6308 609206 64 0
6309 7842 60 0
6310 35737 17 0
6311 1118882 53 0
6312 163235 8 0
6313 62727 14 0
6314 207994 28 0
6315 31320 16 0
6316 1674 31 0
6317 1565 36 0
6318 254184 55 0
6319 188146 31 0
6320 282651 47 0
6321 1141601 17 0
6322 1128267 10 0
6323 1105468 46 0
6324 190707 15 0
6325 461950 36 0
6326 1152359 58 0
6327 495729 21 0
6328 42156 8 0
6329 300081 18 0
6330 583557 14 0
6331 249421 8 0
6332 40374 60 0
6333 1153187 58 0
6334 1152479 70 0
6335 2918 60 0
6336 103448 20 0
6337 6818 9 0
6338 1152754 70 0
6339 97390 7 0
6340 1265 14 0
6341 507693 55 0
6342 58268 11 0
6343 1153879 6 0
6344 7359 17 0
6345 631833 35 0
6346 35797 8 0
6347 6250 48 0
6348 9870 35 0
6349 489164 19 0
6350 1108656 6 0
6351 508141 62 0
6352 1108259 19 0
6353 8251 29 0
6354 1154564 19 0
6355 1130420 2 0
6356 1154002 1 0
6357 1153791 66 0
6358 1114639 24 0
6359 585193 19 0
6360 41732 10 0
6361 1103728 59 0
6362 1130356 12 0
6363 72408 4 0
6364 1114093 27 0
6365 227401 35 0
6366 351873 46 0
6367 856725 26 0
6368 322097 70 0
6369 32073 70 0
6370 7700 26 0
6371 842328 56 0
6372 936685 58 0
6373 705503 61 0
6374 656531 20 0
6375 1953 6 0
6376 1135279 20 0
6377 316363 19 0
6378 592975 7 0
6379 138755 46 0
6380 531007 35 0
6381 109297 13 0
6382 1135760 18 0
6383 78168 60 0
6384 1129835 11 0
6385 206565 1 0
6386 1958 6 0
6387 312668 60 0
6388 687697 14 0
6389 102884 12 0
6390 15408 42 0
6391 177995 70 0
6392 18326 15 0
6393 76426 4 0
6394 698467 17 0
6395 268152 15 0
6396 466646 23 0
6397 849275 61 0
6398 1104286 45 0
6399 1132741 36 0
6400 752983 63 0
6401 1121048 5 0
6402 34876 24 0
6403 41264 51 0
6404 102202 53 0
6405 1141195 56 0
6406 761075 46 0
6407 1121844 17 0
6408 58875 21 0
6409 1106462 32 0
6410 1136395 8 0
6411 1105686 1 0
6412 1152475 40 0
6413 313565 66 0
6414 31201 55 0
6415 1121587 58 0
6416 1154624 56 0
6417 1139903 62 0
6418 1154097 27 0
6419 204661 5 0
6420 1140378 30 0
6421 123683 15 0
6422 1121802 8 0
6423 110653 1 0
6424 1102558 26 0
6425 508320 64 0
6426 665119 36 0
6427 1117074 8 0
6428 1152860 67 0
6429 272236 32 0
6430 80386 42 0
6431 545990 58 0
6432 1131424 8 0
6433 1139108 4 0
6434 525999 53 0
6435 1583 55 0
6436 1122295 24 0
6437 107251 12 0
6438 173918 60 0
6439 110967 61 0
6440 7269 70 0
6441 1152152 2 0
6442 150207 35 0
6443 2233 36 0
6444 737 58 0
6445 72397 2 0
6446 182980 58 0
6447 24855 50 0
6448 1114198 58 0
